protein,fat,carbohydrates,sugar,sodium,calories,class
4.0,1.5,35.0,0.0,0.0,160.0,0
9.0,3.0,14.0,1.0,868.0,108.0,0
4.0,0.0,37.0,0.0,0.0,170.0,0
4.5,5.4,49.2,7.4,2.1,273.0,0
4.0,0.0,35.0,0.0,600.0,160.0,0
3.0,1.0,32.0,0.0,0.0,150.0,0
4.0,1.5,35.0,1.0,0.0,160.0,0
4.0,0.0,43.0,0.0,0.0,190.0,0
4.0,1.0,33.0,0.0,0.0,150.0,0
4.0,2.0,21.0,14.0,0.0,120.0,0
0.0,0.0,5.0,5.0,240.0,20.0,0
6.0,1.0,54.0,1.0,1140.0,250.0,0
11.0,19.0,64.0,3.0,830.0,470.0,0
5.0,4.0,44.0,0.0,160.0,230.0,0
1.0,0.0,14.0,0.0,0.0,60.0,0
4.1,4.5,35.8,1.0,5.0,211.0,0
1.0,0.5,8.0,0.0,10.0,40.0,0
7.3996,2.0155,63.6524,0.8431,11.4123,299.12,0
11.0,11.0,34.0,2.0,990.0,280.0,0
1.7,4.5,16.0,1.0,37.0,112.5,0
20.0,2.0,7.0,0.0,300.0,130.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
7.0,1.5,41.0,2.0,0.0,200.0,1
16.0,11.0,53.0,0.0,0.0,371.0,1
7.0,1.5,41.0,2.0,10.0,200.0,1
7.0,1.5,41.0,2.0,0.0,200.0,1
4.0,1.0,46.0,1.0,4.0,205.0,1
4.0,1.5,43.0,0.0,0.0,200.0,1
7.0,10.0,38.0,0.0,1653.0,259.0,1
7.0,1.0,42.0,2.0,10.0,200.0,1
7.0,1.0,41.0,2.0,10.0,200.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
7.0,1.0,41.0,1.0,10.0,190.0,1
7.0,1.0,42.0,0.0,0.0,200.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
6.0,1.0,43.0,3.0,0.0,210.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
7.0,1.0,42.0,0.0,0.0,200.0,1
9.4,1.1,54.8,1.8,0.0,270.0,1
7.0,1.0,41.0,2.0,0.0,210.0,1
7.0,13.0,38.0,2.0,610.0,310.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
6.0,1.0,44.0,3.0,0.0,210.0,1
7.0,1.5,41.0,2.0,0.0,210.0,1
3.4495,2.9214,20.0317,2.408,339.53,119.443,1
12.3,1.7,73.1,3.5,0.0,362.0,1
8.0,3.0,40.0,2.0,15.0,220.0,1
7.0,1.0,44.0,2.0,0.0,210.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
2.0,2.0,12.0,7.0,480.0,80.0,1
2.63,0.73,27.91,0.0,0.0,126.0,1
13.0,2.5,65.7,3.5,0.0,350.0,1
9.1,0.8,54.3,1.5,0.02,265.0,1
8.0,1.3,43.0,0.8,1.0,221.0,1
4.8,0.9,28.3,0.5,0.0,148.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
7.0,1.0,42.0,2.0,10.0,200.0,1
13.3,8.0,90.0,0.0,0.0,480.0,1
10.0,2.0,40.0,8.0,334.0,198.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
8.0,6.0,22.0,2.0,400.0,170.0,1
7.0,1.0,42.0,2.0,0.0,210.0,1
8.0,1.5,39.0,1.0,140.0,200.0,1
6.0,0.5,39.0,1.0,15.0,180.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
7.2,3.6,39.2,3.6,0.26,218.0,1
20.0,2.5,12.0,1.0,290.0,150.0,1
12.0,0.7,77.0,0.0,0.0,362.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
11.5,1.9,71.8,3.5,0.0,356.0,1
22.0,23.0,75.0,3.0,600.0,580.0,1
9.4,1.1,54.8,0.0,0.0,270.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
2.0,2.5,13.0,8.0,480.0,80.0,1
9.4,1.1,54.8,1.8,0.0,270.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
4.0,9.0,19.0,2.0,480.0,160.0,1
0.0,0.0,0.0,0.0,0.0,150.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
9.0,1.5,54.0,1.5,0.0,266.0,1
14.0,1.0,73.0,4.0,272.0,500.0,1
18.0,6.0,76.0,0.0,0.0,460.0,1
13.0,1.5,75.0,2.0,0.0,371.0,1
8.0,3.5,25.0,2.0,690.0,160.0,1
7.0,0.0,36.0,0.0,0.0,178.0,1
16.0,27.0,59.0,3.0,770.0,540.0,1
14.18,17.03,41.12,0.11,563.0,379.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
13.0,1.5,70.2,3.4,0.01,352.0,1
7.0,3.5,36.0,3.0,0.0,200.0,1
12.0,1.7,73.0,0.0,0.0,355.0,1
7.0,1.0,42.0,2.0,10.0,200.0,1
12.0,1.0,68.0,0.0,0.0,340.0,1
6.3,1.6,26.9,0.0,0.0,147.0,1
12.3,1.7,73.1,3.5,0.0,362.0,1
12.0,1.5,62.0,3.5,0.005,330.0,1
7.0,1.0,41.0,1.0,10.0,190.0,1
7.0,1.0,41.0,1.0,10.0,190.0,1
12.7,2.2,68.6,1.4,6.0,356.0,1
9.4,1.1,54.8,1.8,0.0,270.0,1
6.0,0.5,39.0,1.0,15.0,180.0,1
9.24,21.03,23.49,0.88,147.0,315.0,1
4.0,1.0,46.0,0.5,4.0,205.0,1
26.5,9.0,61.0,8.0,688.0,409.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
9.4,1.1,54.8,1.8,0.0,270.0,1
6.0,26.0,34.0,0.0,0.0,395.0,1
12.3,1.7,73.1,3.5,0.0,362.0,1
3.8,9.5,22.3,1.3,305.6,190.0,1
7.3992,4.5926,39.369,0.7144,1.2757,231.676,1
5.0,13.75,25.0,0.0,0.0,237.0,2
17.0,2.0,17.0,6.0,150.0,160.0,2
0.0,5.0,21.0,18.0,95.0,130.0,2
24.0,1.0,3.0,1.0,0.0,120.0,2
4.1,16.4,54.6,0.0,334.0,367.0,2
4.0,7.0,31.0,0.0,0.0,200.0,2
1.0,4.0,9.0,8.0,5.0,70.0,2
1.0,3.5,18.0,17.0,0.0,100.0,2
2.0,13.0,24.0,22.0,25.0,220.0,2
3.17,3.39,10.34,9.54,60.0,83.0,2
2.1,1.13,65.1,49.65,72.0,279.0,2
1.0,4.0,10.0,8.0,0.0,80.0,2
5.0,2.0,6.0,3.0,35.0,60.0,2
3.0,13.0,26.0,24.0,35.0,210.0,2
1.4,5.4,10.3,0.0,0.0,95.0,2
4.0,8.0,35.0,11.0,180.0,220.0,2
1.0,4.5,7.0,6.0,0.0,70.0,2
3.0,12.0,25.0,23.0,35.0,200.0,2
1.2,5.4,18.1,0.0,0.0,127.0,2
1.0,6.0,5.0,5.0,0.0,80.0,2
1.1,4.3,6.7,6.6,15.0,70.0,2
3.0,6.0,24.0,13.0,0.0,160.0,2
9.0,1.0,13.0,9.0,100.0,90.0,2
1.0,0.5,14.0,13.0,30.0,60.0,2
1.0,1.5,33.0,18.0,85.0,150.0,2
0.0,12.3,25.2,0.0,0.0,221.0,2
1.0,7.0,21.0,13.0,110.0,150.0,2
3.0,15.0,31.0,13.0,340.0,270.0,2
1.1,7.4,16.6,13.6,0.0,139.0,2
3.0,12.0,27.0,24.0,35.0,230.0,2
3.0,8.0,4.0,0.0,0.0,100.0,2
0.0,4.0,9.0,8.0,0.0,70.0,2
4.5,1.8,30.6,8.1,0.04,166.0,2
3.0,13.0,25.0,24.0,35.0,230.0,2
1.0,5.0,10.0,8.0,15.0,90.0,2
0.0,4.0,9.0,8.0,0.0,70.0,2
1.0,7.0,29.0,25.0,50.0,180.0,2
24.0,3.0,24.0,12.0,80.0,220.0,2
1.0,5.0,12.0,7.0,125.0,100.0,2
8.0,3.0,45.0,25.0,200.0,240.0,2
2.0,11.0,30.0,24.0,60.0,220.0,2
14.0,3.0,20.0,18.0,230.0,160.0,2
1.9,7.9,14.5,0.0,0.0,137.0,2
0.0,6.0,10.2,0.0,0.0,100.0,2
10.0,6.0,25.0,18.0,210.0,190.0,2
3.4,17.4,32.0,0.0,0.0,302.0,2
2.0,8.0,29.0,18.0,180.0,190.0,2
9.0,0.0,23.0,22.0,135.0,130.0,2
3.7394,14.8462,19.1979,14.2806,26.5347,218.239,2
2.0,10.0,20.0,19.0,30.0,180.0,2
1.0,1.0,26.0,13.0,150.0,120.0,2
0.4,2.6,4.8,3.8,0.0,42.0,2
1.0,6.0,14.0,7.0,40.0,110.0,2
2.0,14.0,63.0,52.0,370.0,380.0,2
11.0,3.0,26.0,13.0,170.0,170.0,2
8.0,2.5,24.0,18.0,220.0,150.0,2
1.0,1.5,22.0,9.0,170.0,100.0,2
4.0,12.0,17.0,16.0,42.0,191.0,2
1.0,5.0,9.0,8.0,10.0,80.0,2
3.0,2.5,15.0,4.0,30.0,90.0,2
1.0,3.0,23.0,19.0,120.0,120.0,2
0.0,3.0,5.0,0.0,0.0,50.0,2
40.0,3.0,9.0,2.0,400.0,220.0,2
24.0,1.0,3.0,1.0,130.0,120.0,2
1.0,4.0,19.0,17.0,0.0,120.0,2
3.0,14.0,22.0,17.0,30.0,220.0,2
5.0,13.0,24.0,21.0,150.0,210.0,2
3.0,9.3,22.9,19.7,0.0,187.0,2
1.0,0.0,22.0,18.0,45.0,90.0,2
4.0,13.0,22.0,20.0,0.0,220.0,2
1.0,4.0,2.0,0.0,0.0,50.0,2
2.0,12.0,34.0,24.0,100.0,250.0,2
1.0,6.0,28.0,15.0,15.0,170.0,2
1.8,1.4,5.4,3.7,130.0,40.0,2
17.0,2.0,17.0,6.0,150.0,160.0,2
4.0,12.0,33.0,27.0,120.0,250.0,2
16.0,3.0,18.0,10.0,240.0,170.0,2
3.0,13.0,25.0,24.0,35.0,230.0,2
16.66,2.0,16.9,14.2,357.0,150.0,2
2.0,8.0,31.0,27.0,5.0,190.0,2
10.0,18.0,51.0,41.0,160.0,380.0,2
2.0,10.0,28.0,26.0,45.0,210.0,2
15.0,9.0,13.0,5.0,80.0,210.0,2
2.0,9.0,32.0,27.0,90.0,210.0,2
0.0,0.0,10.0,9.0,70.0,40.0,2
2.0,10.0,28.0,26.0,45.0,210.0,2
17.0,2.0,17.0,6.0,150.0,160.0,2
4.0,20.0,22.0,20.0,30.0,280.0,2
1.0,12.0,25.0,24.0,130.0,200.0,2
3.0,15.0,5.0,0.0,4.0,140.0,2
3.0,13.0,25.0,24.0,35.0,230.0,2
0.0,19.0,44.0,32.0,0.0,350.0,2
2.0,14.0,25.0,24.0,30.0,230.0,2
1.0,9.0,29.0,22.0,0.0,180.0,2
1.4,7.6,28.0,24.7,0.11,185.0,2
4.3,13.8,20.2,0.0,0.0,235.0,2
3.85,7.0,32.5,13.0,295.0,216.5,2
4.0,12.0,33.0,27.0,120.0,250.0,2
3.0,13.0,37.0,26.0,150.0,270.0,2
1.0,6.0,4.0,1.0,0.0,60.0,2
2.0,1.5,15.0,5.0,100.0,80.0,1
4.0,6.0,35.0,0.0,133.0,200.0,1
5.0,1.0,30.0,0.0,0.0,150.0,1
6.0,4.0,23.0,1.0,250.0,160.0,1
4.7,0.9,20.8,1.0,0.19,113.0,1
5.0,1.5,24.0,3.0,220.0,120.0,1
3.0,2.5,16.0,5.0,85.0,90.0,1
0.0,0.0,8.0,0.0,0.0,35.0,1
4.0,1.5,22.0,3.0,220.0,120.0,1
2.7,0.3,11.8,0.6,0.0,63.0,1
3.0,1.0,17.0,2.0,180.0,90.0,1
3.0,1.0,15.0,2.0,160.0,80.0,1
4.0,2.0,15.0,1.0,190.0,90.0,1
2.0,1.5,15.0,1.0,90.0,80.0,1
4.0,2.0,19.0,3.0,0.0,110.0,1
3.0,1.0,14.0,1.0,160.0,80.0,1
4.0,0.5,27.0,0.0,300.0,130.0,1
7.0,1.5,18.0,0.0,0.0,110.0,1
5.0,2.0,27.0,1.0,240.0,150.0,1
7.0,1.0,39.0,0.0,350.0,190.0,1
3.0,1.0,19.0,2.0,0.0,100.0,1
3.0,1.5,22.0,2.0,240.0,110.0,1
4.0,1.5,26.0,3.0,260.0,130.0,1
3.0,0.7,17.0,0.0,0.2,86.0,1
2.0,1.0,16.0,2.0,130.0,80.0,1
3.72,0.84,16.48,0.92,0.17,92.0,1
6.0,2.0,17.0,3.0,150.0,100.0,1
3.0,7.0,33.0,0.0,0.0,200.0,1
4.0,0.5,15.0,1.0,75.0,80.0,1
2.0,1.0,14.0,2.0,140.0,70.0,1
4.0,1.0,19.0,2.0,160.0,100.0,1
4.0,0.5,26.0,7.0,350.0,120.0,1
4.0,1.0,15.0,4.0,110.0,80.0,1
2.0,3.5,10.0,1.0,170.0,80.0,1
4.0,2.0,19.0,3.0,130.0,110.0,1
4.5,0.8,27.7,1.7,226.0,142.0,1
4.0,9.0,21.0,0.0,350.0,170.0,1
3.0,1.0,15.0,1.0,150.0,80.0,1
8.5,3.3,48.3,0.26,660.0,259.0,1
8.8,3.5,50.0,0.83,584.0,271.0,1
10.72,3.24,48.68,5.91,508.0,267.0,1
2.0,0.5,13.0,0.0,140.0,60.0,1
8.7,3.1,47.5,0.53,596.0,250.0,1
3.0,3.0,28.0,0.0,0.0,150.0,1
4.67,12.0,26.0,6.0,266.0,231.0,1
9.5,6.0,47.8,1.78,380.0,287.0,1
5.0,0.0,29.0,0.0,330.0,140.0,1
3.0,1.0,18.0,2.0,135.0,100.0,1
5.0,1.0,24.0,1.0,280.0,120.0,1
5.0,1.5,20.0,4.0,150.0,110.0,1
2.0,1.0,13.0,2.0,140.0,70.0,1
4.0,1.0,23.0,2.0,230.0,120.0,1
8.4,4.4,48.5,8.14,447.0,269.0,1
3.2,8.6,21.7,2.11,479.0,177.0,1
5.0,1.0,30.0,1.0,370.0,150.0,1
4.0,0.5,15.0,5.0,65.0,80.0,1
4.0,2.0,19.0,3.0,130.0,110.0,1
3.0,1.0,18.0,3.0,160.0,90.0,1
4.0,0.5,15.0,5.0,75.0,80.0,1
0.0,4.0,62.0,0.0,315.0,310.0,1
3.0,0.0,20.0,0.0,225.0,100.0,1
4.0,4.0,22.0,2.0,300.0,140.0,1
0.0,2.0,15.0,0.0,0.0,80.0,1
4.0,0.5,15.0,0.0,75.0,80.0,1
2.0,1.0,13.0,2.0,150.0,70.0,1
7.0,4.5,38.0,2.0,450.0,220.0,1
4.0,1.5,16.0,0.0,0.0,100.0,1
4.0,1.5,27.0,3.0,260.0,140.0,1
3.0,1.0,18.0,2.0,160.0,100.0,1
7.0,4.4,12.0,2.4,0.13,124.0,1
5.0,1.0,33.0,5.0,230.0,160.0,1
1.2,2.7,16.2,0.7,0.1,98.0,1
2.0,1.0,13.0,0.0,0.0,70.0,1
4.0,2.0,26.0,4.0,0.0,140.0,1
4.0,1.0,24.0,1.0,350.0,120.0,1
6.0,3.0,23.0,5.0,160.0,130.0,1
3.0,1.5,14.0,2.0,140.0,80.0,1
19.0,5.0,96.0,0.0,590.0,510.0,1
4.0,1.0,19.0,0.0,150.0,100.0,1
3.0,1.0,24.0,2.0,220.0,120.0,1
5.0,0.5,27.0,0.0,420.0,140.0,1
5.0,1.0,22.0,5.0,150.0,110.0,1
3.0,0.0,11.0,1.0,140.0,60.0,1
14.0,3.5,12.0,3.0,215.0,130.0,1
10.42,20.83,44.83,2.08,750.0,408.0,1
3.48,0.6,17.2,1.0,0.18,87.0,1
7.0,6.0,42.0,0.0,0.0,250.0,1
4.0,1.0,20.0,2.0,0.0,100.0,1
4.0,1.0,17.0,2.0,170.0,90.0,1
5.0,1.5,24.0,1.0,230.0,120.0,1
4.6,3.2,16.4,1.4,0.14,118.0,1
2.0,5.0,29.0,16.0,219.0,161.0,1
3.0,1.0,17.0,1.0,230.0,90.0,1
3.0,0.0,12.0,2.0,75.0,60.0,1
4.0,0.5,14.0,0.0,80.0,80.0,1
2.0,1.5,15.0,2.0,150.0,80.0,1
7.0,4.0,20.0,0.0,187.0,147.0,1
5.0,1.0,7.0,0.0,130.0,60.0,1
9.4,3.6,53.1,0.28,725.0,284.0,1
3.0,1.0,20.0,1.0,0.0,100.0,1
4.0,1.0,20.0,3.0,135.0,100.0,1
3.0,1.0,20.0,0.0,0.0,100.0,1
4.0,1.5,18.0,3.0,0.0,100.0,1
2.2,1.1,10.5,0.0,0.0,64.0,1
2.1,1.0,12.0,0.9,0.0,66.0,1
2.2,1.1,10.5,0.8,0.0,64.0,1
2.0,1.5,11.0,2.0,90.0,70.0,1
1.0,3.0,25.0,9.0,180.0,130.0,1
3.0,6.0,20.0,2.0,270.0,150.0,1
2.6,4.8,14.0,1.7,173.0,111.0,1
5.0,1.0,22.0,5.0,150.0,110.0,1
2.0,1.5,11.0,1.0,55.0,60.0,1
4.0,1.0,18.0,3.0,135.0,90.0,1
4.0,0.5,15.0,5.0,75.0,80.0,1
9.0,5.0,37.0,14.0,340.0,240.0,1
2.1,1.0,12.0,0.0,0.0,66.0,1
2.0,1.0,13.0,2.0,140.0,70.0,1
4.0,1.0,20.0,4.0,150.0,110.0,1
4.0,8.0,15.0,4.0,350.0,190.0,1
3.0,4.0,17.0,1.0,220.0,120.0,1
2.2,1.1,10.5,0.0,0.0,64.0,1
4.0,1.5,20.0,3.0,150.0,110.0,1
9.0,5.0,37.0,14.0,340.0,240.0,1
5.0,13.0,31.0,4.0,110.0,270.0,1
11.0,11.0,11.0,0.0,0.0,197.0,1
30.2,22.3,51.7,0.0,0.0,553.0,1
2.0,1.0,14.0,2.0,0.0,70.0,1
2.0,1.0,14.0,1.0,140.0,70.0,1
2.0,1.0,13.0,2.0,150.0,70.0,1
2.3,1.0,14.0,1.04,153.0,76.0,1
2.3,1.1,12.2,1.76,137.0,67.0,1
9.0,4.6,42.0,12.0,7.0,256.0,1
5.0,4.5,17.0,0.0,250.0,120.0,1
2.3595,3.1444,11.3337,0.5141,161.478,83.2788,1
3.1,0.4,17.8,1.09,191.0,83.0,1
0.4,0.0,2.5,0.0,0.0,12.0,1
21.0,30.0,92.0,29.0,930.0,720.0,1
1.0,1.5,4.0,0.0,95.0,35.0,1
4.0,1.5,19.0,3.0,170.0,100.0,1
2.0,0.5,15.0,2.0,140.0,70.0,1
2.0,1.5,15.0,5.0,0.0,80.0,1
2.0,1.1,13.0,1.61,97.0,68.0,1
4.0,0.7,15.1,1.6,0.14,88.0,1
2.0,3.5,39.0,12.0,310.0,190.0,1
5.0,7.0,16.0,0.0,0.0,150.0,1
4.4,6.3,15.26,1.6,189.2,136.1,1
2.5,0.5,13.6,0.0,0.0,65.0,1
2.0,0.0,14.0,1.0,100.0,70.0,1
4.0,0.9,16.5,1.4,0.16,94.0,1
4.1,1.0,16.0,1.5,0.0,98.0,1
6.0,1.5,27.0,2.0,290.0,150.0,1
13.5,7.2,72.3,0.0,253.0,407.0,1
2.0,3.0,14.0,1.0,200.0,90.0,1
6.0,1.5,22.0,8.0,210.0,120.0,1
3.0,1.0,13.0,2.0,125.0,70.0,1
5.0,10.0,16.0,1.0,360.0,170.0,1
2.0,0.0,13.0,0.0,125.0,60.0,1
6.0,1.5,26.0,4.0,210.0,140.0,1
32.0,25.0,27.0,11.0,1185.0,425.0,1
5.0,12.0,24.0,4.0,260.0,210.0,1
2.0,1.0,15.0,1.0,150.0,80.0,1
2.5,4.0,13.5,0.0,310.0,200.0,1
4.0,1.0,18.0,3.0,135.0,90.0,1
5.0,1.0,20.0,4.0,150.0,110.0,1
5.0,2.0,20.0,3.0,150.0,120.0,1
1.0,3.0,25.0,10.0,220.0,130.0,1
2.1,1.0,12.0,0.9,0.0,66.0,1
4.0,9.0,20.0,1.0,310.0,180.0,1
1.0,3.0,25.0,9.0,180.0,130.0,1
2.2,1.1,10.5,0.8,120.0,64.0,1
5.0,1.0,20.0,4.0,150.0,110.0,1
4.8,2.7,19.4,3.4,263.0,123.0,1
5.0,4.5,17.0,0.0,250.0,120.0,1
7.0,16.0,7.0,3.0,150.0,190.0,1
9.0,5.0,37.0,14.0,340.0,240.0,1
4.4,2.9,18.5,1.7,0.0,122.0,1
5.0,3.0,15.0,4.0,240.0,110.0,1
5.0,1.5,21.0,0.0,0.0,110.0,1
12.9,2.3,76.4,0.0,837.0,374.0,1
4.0,4.0,22.0,3.0,0.0,140.0,1
1.0,1.5,8.0,0.0,0.0,50.0,1
5.0,7.0,17.0,1.0,200.0,150.0,1
5.0,4.5,39.0,10.0,380.0,210.0,1
1.0,1.5,4.0,0.0,95.0,35.0,1
5.0,4.5,17.0,0.0,0.0,120.0,1
2.0,1.0,16.0,1.0,150.0,80.0,1
12.1,3.2,76.6,0.94,598.0,390.0,1
3.0,9.0,17.0,0.0,270.0,160.0,1
5.0,11.0,25.0,4.0,220.0,220.0,1
3.0,6.0,17.0,1.0,240.0,130.0,1
3.0,1.0,15.0,1.0,170.0,80.0,1
4.09,0.6,14.25,1.4,127.5,79.1,1
6.0,1.7,36.9,11.5,224.0,192.639,1
3.0,1.0,17.0,1.0,0.0,96.0,1
13.0,10.0,29.0,5.0,0.0,259.0,1
21.0,30.0,92.0,29.0,930.0,720.0,1
7.0,31.0,49.0,9.0,490.0,500.0,1
2.2,1.1,10.5,0.8,0.0,64.0,1
5.0,11.0,46.0,17.0,480.0,300.0,1
20.0,8.0,20.0,0.0,0.0,221.0,1
8.0,8.0,12.0,11.0,120.0,150.0,0
8.0,2.5,12.0,12.0,125.0,100.0,0
3.6,1.8,4.8,4.8,0.0,50.0,0
6.0,3.5,9.0,8.0,95.0,100.0,0
8.0,0.0,11.0,11.0,110.0,80.0,0
8.0,5.0,12.0,12.0,130.0,130.0,0
8.2,3.5,12.5,12.5,108.0,115.0,0
8.0,8.0,12.0,11.0,120.0,150.0,0
0.0,4.5,2.0,1.0,15.0,45.0,0
8.0,5.0,12.0,12.0,130.0,130.0,0
8.0,8.0,12.0,11.0,120.0,150.0,0
3.17,3.39,10.34,9.54,60.0,83.0,0
9.0,2.5,12.0,12.0,120.0,110.0,0
3.0,13.0,26.0,24.0,35.0,210.0,0
1.0,2.5,1.0,0.0,180.0,30.0,0
0.0,4.5,1.0,0.0,40.0,45.0,0
8.0,5.0,12.0,12.0,130.0,130.0,0
0.0,4.5,1.0,0.0,40.0,45.0,0
8.0,5.0,12.0,12.0,130.0,130.0,0
8.5,8.5,12.0,12.0,110.0,159.0,0
8.0,0.0,13.0,12.0,130.0,90.0,0
1.0,2.5,1.0,0.0,170.0,30.0,0
8.0,1.0,13.0,12.0,130.0,90.0,0
7.6,15.8,69.7,16.44,592.0,455.0,0
8.0,2.5,12.0,12.0,125.0,100.0,0
10.0,6.0,25.0,21.0,150.0,190.0,0
9.0,9.0,12.0,12.0,120.0,160.0,0
8.0,2.5,12.0,11.0,120.0,100.0,0
8.0,5.0,12.0,12.0,130.0,130.0,0
4.0,2.5,6.0,6.0,65.0,65.0,0
8.0,8.0,12.0,12.0,125.0,150.0,0
8.0,8.0,12.0,11.0,120.0,150.0,0
8.0,2.5,12.0,11.0,120.0,100.0,0
2.0,2.0,3.0,3.0,30.0,40.0,0
8.0,5.0,11.0,11.0,120.0,120.0,0
10.0,5.0,14.0,14.0,140.0,140.0,0
8.0,2.5,13.0,12.0,130.0,110.0,0
9.0,0.0,23.0,22.0,135.0,130.0,0
25.0,5.0,9.0,0.0,300.0,160.0,0
3.24,1.0,10.44,9.94,61.0,63.0,0
8.0,5.0,12.0,11.0,120.0,120.0,0
8.0,5.0,12.0,12.0,130.0,130.0,0
8.0,8.0,12.0,11.0,120.0,150.0,0
2.0,10.0,20.0,19.0,30.0,180.0,0
2.0,13.0,24.0,22.0,25.0,220.0,0
0.1,0.9,2.7,1.9,0.13,20.0,0
20.0,7.0,6.0,3.0,260.0,170.0,0
8.0,0.0,12.0,11.0,120.0,80.0,0
13.0,4.5,13.0,12.0,250.0,140.0,0
8.0,5.0,11.0,11.0,120.0,120.0,0
1.0,2.0,23.0,23.0,125.0,110.0,0
8.0,8.0,11.0,11.0,100.0,150.0,0
8.0,8.0,12.0,11.0,120.0,150.0,0
1.0,6.0,28.0,20.0,100.0,170.0,0
2.0,2.0,3.0,3.0,30.0,40.0,0
8.0,8.0,13.0,12.0,125.0,160.0,0
8.0,2.5,13.0,12.0,130.0,110.0,0
3.4,3.5,4.8,4.8,0.0,64.0,0
3.6,1.8,4.8,4.8,0.0,50.0,0
1.0,1.5,20.0,17.0,42.0,98.0,0
0.2,2.0,1.9,1.6,0.04,27.0,0
26.0,1.0,22.0,21.0,180.0,200.0,0
9.0,0.0,13.0,12.0,130.0,90.0,0
8.0,5.0,12.0,12.0,130.0,120.0,0
0.4,1.3,12.9,10.5,7.2,65.0,0
3.31,0.88,4.79,4.79,105.0,40.0,0
0.9,0.7,5.0,4.5,0.01,30.0,0
20.0,7.0,10.0,3.0,360.0,180.0,0
7.0,4.0,4.0,1.0,70.0,80.0,0
12.0,0.0,18.0,17.0,180.0,120.0,0
8.0,2.5,11.0,11.0,110.0,100.0,0
8.0,2.5,31.0,30.0,130.0,180.0,0
8.0,2.5,24.0,18.0,220.0,150.0,0
3.2,3.6,4.7,4.7,0.06,64.0,0
8.0,8.0,13.0,12.0,125.0,160.0,0
10.0,5.0,14.0,13.0,140.0,140.0,0
7.65,29.66,59.4,51.5,79.0,535.0,0
9.0,5.0,13.0,12.0,130.0,130.0,0
8.0,8.0,12.0,11.0,120.0,150.0,0
2.0,9.0,2.0,2.0,9.0,93.0,0
7.7,3.3,13.0,13.0,120.0,113.0,0
8.0,2.5,24.0,22.0,0.0,150.0,0
30.0,3.0,5.0,1.0,360.0,160.0,0
20.0,7.0,6.0,3.0,290.0,170.0,0
10.0,5.0,14.0,13.0,150.0,140.0,0
2.0,8.0,1.0,0.0,125.0,80.0,0
16.0,6.0,9.0,2.0,80.0,150.0,0
8.0,8.0,28.0,24.0,180.0,220.0,0
8.0,5.0,12.0,12.0,130.0,130.0,0
4.0,13.0,24.0,22.0,50.0,220.0,0
8.0,5.0,12.0,11.0,120.0,120.0,0
10.0,5.0,14.0,13.0,150.0,140.0,0
8.0,5.0,12.0,12.0,125.0,120.0,0
1.0,5.0,7.0,6.0,45.0,80.0,0
4.0,2.5,24.0,19.0,115.0,130.0,0
2.0,3.5,19.0,14.0,120.0,110.0,0
1.0,2.0,27.0,14.0,55.0,130.0,0
0.0,11.0,3.0,1.0,25.0,110.0,0
8.0,2.5,12.0,12.0,125.0,100.0,0
8.0,8.0,13.0,12.0,125.0,160.0,0
0.94,0.12,11.75,9.35,0.0,47.0,0
1.0,1.0,16.0,12.0,0.0,70.0,0
0.0,0.0,44.0,44.0,55.0,160.0,0
2.0,0.0,26.0,23.0,0.0,110.0,0
2.0,0.0,26.0,23.0,0.0,110.0,0
0.0,0.0,33.0,32.0,0.0,120.0,0
1.2,0.2,15.4,12.2,0.0,62.0,0
0.6,0.1,8.8,6.8,1.0,35.0,0
1.2,0.2,15.4,12.2,0.0,62.0,0
0.3,0.0,66.3,60.0,56.0,246.0,0
2.0,1.0,26.0,22.0,15.0,110.0,0
1.2,0.2,15.4,12.2,0.0,62.0,0
1.3,0.4,14.0,0.0,0.0,59.0,0
1.1,2.0,30.4,24.32,46.0,144.0,0
0.0,0.0,12.0,9.0,5.0,45.0,0
14.0,8.0,46.0,13.0,640.0,310.0,0
