protein,fat,carbohydrates,sugar,sodium,calories,class
2.8,0.4,4.0,1.7,33.0,34.0,1
0.62,0.48,5.1,0.0,1.0,24.0,1
1.33,0.11,0.06,0.0,29.0,7.0,1
6.0,5.0,1.0,1.0,62.0,70.0,1
1.3,0.1,6.0,3.0,18.0,23.0,1
82.28,4.08,2.27,0.0,1343.0,408.0,1
12.0,10.0,0.56,0.56,139.0,138.0,1
36.0,22.0,94.0,0.0,1340.0,710.0,1
2.0,1.0,13.0,8.0,370.0,70.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
8.0,1.3,42.95,1.0,1.0,220.0,1
7.0,1.0,42.0,2.0,0.0,210.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
7.0,1.0,41.0,2.0,0.0,210.0,1
11.0,1.5,66.0,3.0,0.0,310.0,1
16.0,16.0,38.0,6.0,480.0,360.0,1
3.4,0.4,25.3,7.3,0.3,120.0,1
7.0,1.0,42.0,2.0,0.0,210.0,1
13.0,5.0,39.0,0.0,0.0,250.0,1
5.3,0.6,31.3,0.5,0.0,156.0,1
7.0,1.0,44.0,2.0,0.0,210.0,1
7.0,1.0,41.0,0.0,0.0,200.0,1
7.0,1.0,42.0,2.0,0.0,210.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
13.0,1.5,72.2,3.5,860.0,352.0,1
9.2,1.5,57.4,2.8,0.002,285.0,1
7.0,1.0,41.0,2.0,0.0,210.0,1
10.0,25.0,72.0,0.0,1130.0,560.0,1
12.0,1.5,75.0,3.0,0.0,368.0,1
7.0,1.0,42.0,2.0,0.0,200.0,1
7.0,1.0,41.0,1.0,10.0,190.0,1
7.0,1.0,41.0,2.0,0.0,210.0,1
11.0,1.5,61.0,3.0,5.0,300.0,1
3.8,0.6,26.7,10.5,665.0,132.0,1
12.0,0.7,77.0,0.0,0.0,362.0,1
12.0,1.3,73.0,2.8,0.01,358.0,1
13.3181,5.2728,51.5581,6.2407,756.671,315.637,1
0.6723,3.4672,7.9901,3.25,14.8414,59.6572,1
3.5,0.4,22.2,7.8,0.3,109.0,1
2.0,1.0,10.0,5.0,380.0,60.0,1
12.0,1.3,73.0,2.8,0.0,358.0,1
3.0,2.5,16.0,10.0,550.0,100.0,1
4.58,0.63,26.15,0.0,14.0,130.0,1
2.0,2.5,13.0,8.0,480.0,80.0,1
10.0,1.0,63.0,1.0,0.0,300.0,1
2.0,3.0,13.0,8.0,540.0,80.0,1
7.0,1.0,41.0,1.0,10.0,190.0,1
15.0,1.0,67.0,0.0,0.0,330.0,1
7.0,1.0,42.0,1.0,0.0,200.0,1
9.4,1.1,54.8,0.0,0.0,270.0,1
0.6723,3.4672,7.9901,3.25,14.8414,59.6572,1
11.0,6.0,31.0,0.0,0.0,499.0,1
23.7,17.0,68.2,6.7,1.15,527.0,1
6.0,1.0,35.0,11.0,600.0,170.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
12.7,2.0,63.9,4.0,0.0,340.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
9.0,1.1,54.0,1.9,0.0,265.0,1
22.6,10.0,74.4,3.7,0.6,479.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
0.6,0.6,5.5,2.8,17.0,31.0,1
5.33,0.54,26.54,0.8,3.0,124.0,1
0.0,0.0,0.0,0.0,0.0,583.0,1
0.64,0.57,6.91,2.76,17.0,31.0,1
28.3,27.7,63.9,9.5,800.0,631.0,1
33.9,6.4,53.1,6.8,0.56,415.0,1
0.6,0.6,7.0,2.8,17.0,31.0,1
1.2,0.9,8.7,4.7,590.0,48.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
1.0,1.0,11.0,5.0,560.0,60.0,1
4.0,1.0,44.0,0.0,0.0,200.0,1
10.8,1.6,51.2,2.8,0.0,274.0,1
20.7,12.6,11.6,0.0,650.9,254.3,1
7.0,1.0,42.0,2.0,0.0,200.0,1
9.0,2.9,42.7,8.71,569.0,234.0,1
41.0,16.0,105.0,4.0,580.0,728.0,1
0.6,0.6,7.0,2.8,17.0,31.0,1
9.7,10.3,22.3,10.8,696.0,208.0,1
7.0,1.0,41.0,1.0,10.0,190.0,1
1.0,0.0,3.0,2.0,0.0,15.0,1
9.0,3.5,48.0,6.0,570.0,260.0,1
9.7,10.3,22.3,10.8,696.0,208.0,1
7.0,1.0,42.0,2.0,0.0,210.0,1
9.5,1.9,46.7,1.6,0.0,255.0,1
2.6,0.2,24.8,6.7,0.4,112.0,1
23.0,13.0,52.0,4.0,770.0,420.0,1
18.2,11.5,42.7,6.31,606.0,351.0,1
7.0,1.0,42.0,1.0,0.0,200.0,1
31.2,16.8,48.9,0.0,621.0,476.0,1
13.0,1.5,71.8,0.0,0.0,358.0,1
7.0,1.0,41.0,2.0,0.0,200.0,1
7.0,1.5,41.0,2.0,10.0,200.0,1
9.0,11.0,31.0,7.0,750.0,260.0,1
8.9,1.0,52.5,0.2,0.0,260.0,1
13.0,7.0,44.0,4.0,410.0,300.0,1
0.6,0.6,7.0,2.8,17.0,31.0,1
2.9,0.7,25.3,9.2,708.0,123.0,1
9.5,1.1,43.6,0.2,0.0,235.0,1
21.0,10.9,34.0,0.0,673.0,322.0,1
12.0,3.0,7.0,4.0,291.0,141.0,1
7.0,1.5,41.0,2.0,10.0,200.0,1
13.0,2.5,65.7,3.5,13.0,350.0,1
26.0,36.0,56.8,4.4,1.32,660.0,1
14.0,19.0,14.0,0.0,0.0,280.0,1
8.0,1.0,41.0,1.0,20.0,200.0,1
2.0,5.0,20.0,4.0,330.0,130.0,2
1.0,6.0,20.0,6.0,230.0,140.0,2
4.0,9.0,26.0,14.0,500.0,200.0,2
8.4,23.0,52.0,33.0,0.0,452.0,2
11.0,29.0,40.0,1.0,575.0,450.0,2
5.0,21.0,48.0,0.0,180.0,400.0,2
0.0,0.0,21.9,21.9,4.0,80.0,2
4.0,7.0,31.0,0.0,0.0,200.0,2
8.0,18.0,55.0,0.0,0.0,410.0,2
2.0,5.0,20.0,4.0,330.0,130.0,2
1.0,6.0,20.0,6.0,230.0,140.0,2
7.3,9.55,48.84,4.72,720.0,310.0,2
2.0,5.0,20.0,4.0,330.0,130.0,2
2.0,5.0,20.0,4.0,330.0,130.0,2
3.0,1.0,23.0,0.0,0.0,110.0,2
4.0,5.0,25.0,3.0,340.0,150.0,2
16.0,31.0,4.0,3.0,140.0,120.0,2
0.0,0.0,0.0,0.0,0.0,160.0,2
6.0,12.4,45.0,11.0,60.0,314.0,2
3.0,12.0,24.0,0.0,270.0,210.0,2
8.0,18.0,55.0,15.0,870.0,410.0,2
10.5,28.7,39.5,0.7,575.0,540.0,2
4.0,15.0,41.0,21.0,290.0,310.0,2
1.0,6.0,20.0,6.0,230.0,140.0,2
4.0,15.0,42.0,20.0,200.0,320.0,2
2.0,8.0,22.0,1.0,440.0,170.0,2
2.0,5.0,20.0,4.0,330.0,130.0,2
2.0,5.0,20.0,4.0,330.0,130.0,2
5.0,1.5,31.0,6.0,450.0,150.0,2
1.0,12.4,45.0,29.0,0.0,384.0,2
2.0,6.0,22.0,0.0,360.0,150.0,2
2.0,6.0,22.0,1.0,360.0,150.0,2
7.0,11.0,55.0,24.0,260.0,350.0,2
3.0,16.0,37.0,0.0,140.0,310.0,2
3.0,23.0,55.0,19.0,0.0,440.0,2
2.0,3.5,24.0,11.0,0.0,130.0,2
2.0,3.5,24.0,11.0,0.0,130.0,2
6.0,12.4,45.0,11.0,60.0,410.0,2
4.0,6.0,27.0,2.0,360.0,180.0,2
5.0,18.0,43.0,0.0,280.0,360.0,2
1.0,0.5,18.0,5.0,35.0,80.0,2
4.0,15.0,41.0,21.0,290.0,310.0,2
4.0,7.0,27.0,2.0,360.0,190.0,2
6.0,12.0,26.0,0.0,300.0,240.0,2
8.0,18.0,55.0,15.0,870.0,410.0,2
0.0,7.0,21.0,14.0,55.0,160.0,2
1.0,0.5,10.0,4.0,0.0,50.0,2
4.0,6.0,28.0,3.0,400.0,180.0,2
3.0,6.0,19.0,8.0,25.0,140.0,2
4.0,11.0,15.0,0.0,164.0,172.0,2
5.0,2.5,27.0,3.0,390.0,140.0,2
9.0,1.5,56.0,12.0,840.0,280.0,2
13.0,2.0,37.0,9.0,580.0,220.0,2
2.0,2.5,25.0,12.0,115.0,120.0,2
4.0,6.0,28.0,3.0,400.0,180.0,2
1.0,0.5,19.0,5.0,35.0,90.0,2
5.0,21.0,48.0,0.0,180.0,400.0,2
2.0,7.0,21.0,0.0,330.0,160.0,2
3.0,27.0,34.0,0.0,730.0,390.0,2
4.75,11.5,48.0,43.5,0.0,305.0,2
4.0,7.0,31.0,9.0,370.0,200.0,2
7.0,13.0,28.0,0.0,0.0,218.0,2
1.3,4.7,10.3,6.8,0.06,90.0,2
4.0,2.5,44.0,14.0,420.0,210.0,2
5.0,2.0,45.0,10.0,760.0,208.0,2
1.0,9.0,24.0,8.0,190.0,180.0,2
5.92,10.58,24.68,0.0,383.0,218.0,2
1.0,6.0,23.0,10.0,75.0,150.0,2
11.0,30.0,69.0,17.0,750.0,590.0,2
4.0,11.0,15.0,0.0,164.0,172.0,2
2.0,5.0,23.0,16.0,65.0,140.0,2
0.0,0.5,12.0,4.0,20.0,60.0,2
2.0,4.0,29.0,14.0,70.0,160.0,2
2.0,7.0,21.0,0.0,330.0,160.0,2
7.0,6.0,54.0,35.0,160.0,300.0,2
7.0,19.0,43.0,1.0,640.0,380.0,2
0.8,0.6,12.0,3.8,18.0,51.0,2
2.0,4.0,14.0,1.0,135.0,95.0,2
6.0,5.0,51.9,0.0,740.0,200.0,2
1.0,0.5,15.0,5.0,15.0,70.0,2
4.0,16.0,34.0,0.0,135.0,300.0,2
1.4,5.1,13.0,0.4,440.0,106.0,2
4.0,6.0,28.0,3.0,400.0,190.0,2
5.0,18.0,43.0,0.0,280.0,360.0,2
5.9,12.4,45.0,0.0,0.0,314.0,2
9.0,22.0,61.0,20.0,820.0,478.0,2
3.0,6.0,13.0,0.0,300.0,120.0,2
1.0,0.5,10.0,4.0,20.0,50.0,2
3.0,16.0,37.0,0.0,140.0,310.0,2
7.0,33.0,67.0,1.0,1430.0,590.0,2
6.0,12.0,0.0,0.0,162.0,108.0,2
2.0,3.0,16.0,1.0,180.0,100.0,2
4.0,7.0,35.0,6.0,360.0,220.0,2
2.0,5.0,20.0,4.0,330.0,130.0,2
12.7,31.6,69.9,16.9,852.0,604.0,2
2.0,10.0,31.0,8.0,115.0,220.0,2
36.0,8.0,8.0,0.0,0.0,252.0,2
0.0,18.0,42.0,0.0,366.0,342.0,2
0.0,7.0,21.0,14.0,55.0,160.0,2
1.0,0.5,19.0,5.0,35.0,90.0,2
1.0,0.0,28.0,28.0,35.0,110.0,1
0.0,0.0,30.0,0.0,0.0,120.0,1
1.0,0.0,42.0,0.0,0.0,180.0,1
2.0,0.0,33.0,28.0,15.0,140.0,1
0.0,0.0,29.0,27.0,20.0,120.0,1
0.0,0.0,24.0,0.0,0.0,100.0,1
2.0,0.0,26.0,23.0,0.0,110.0,1
0.0,0.0,28.0,26.0,20.0,110.0,1
0.0,0.0,22.0,22.0,0.0,90.0,1
1.0,0.0,30.0,0.0,10.0,120.0,1
2.0,1.0,26.0,22.0,15.0,110.0,1
0.0,0.0,24.0,22.0,15.0,100.0,1
1.0,0.0,24.0,22.0,0.0,100.0,1
0.0,0.0,29.0,27.0,20.0,120.0,1
0.0,0.0,13.0,10.0,10.0,50.0,1
0.0,0.0,6.0,6.0,105.0,30.0,1
3.0,0.0,37.0,30.0,0.0,160.0,1
0.0,0.0,24.0,22.0,15.0,100.0,1
0.0,0.0,18.0,18.0,15.0,70.0,1
1.0,0.0,25.0,25.0,10.0,100.0,1
3.0,0.0,14.0,9.0,600.0,70.0,1
2.0,0.0,26.0,22.0,0.0,110.0,1
1.0,0.0,38.0,32.0,0.0,150.0,1
0.7,0.2,10.4,8.4,1.0,45.0,1
0.0,0.0,29.0,28.0,20.0,120.0,1
0.35,0.24,6.9,2.52,1.0,22.0,1
0.42,0.07,8.42,1.69,2.0,25.0,1
0.2,0.0,13.4,12.47,2.0,53.0,1
0.39,0.13,12.2,12.1,2.0,46.0,1
0.0,0.0,35.0,34.0,250.0,130.0,1
1.7,0.5,25.8,20.83,2.0,112.0,1
0.0,0.0,24.0,23.0,20.0,90.0,1
9.6,1.4,33.0,12.0,133.0,112.0,1
0.0,0.0,22.0,20.0,15.0,90.0,1
2.0,0.35,22.0,9.23,68.0,94.0,1
0.0,0.0,34.0,34.0,20.0,130.0,1
1.0,0.0,7.0,5.0,470.0,30.0,1
1.0,0.0,36.0,30.0,10.0,150.0,1
1.0,0.0,19.0,9.0,5.0,75.0,1
2.0,0.0,33.0,28.0,15.0,140.0,1
0.0,0.0,35.0,0.0,5.0,140.0,1
2.0,0.0,26.0,22.0,15.0,110.0,1
2.0,0.0,27.0,24.0,15.0,110.0,1
2.0,0.0,15.0,13.0,240.0,70.0,1
1.0,3.0,28.0,24.0,65.0,140.0,1
0.2,0.0,21.0,19.0,15.0,80.0,1
0.0,0.0,14.0,13.0,15.0,60.0,1
3.0,0.0,15.0,12.0,200.0,70.0,1
1.0,0.5,14.0,13.0,170.0,70.0,1
0.5,0.2,10.1,9.9,1.0,43.0,1
0.0,0.0,28.0,26.0,15.0,110.0,1
0.0,0.0,29.0,27.0,20.0,120.0,1
0.0,0.0,14.0,13.0,8.0,55.0,1
2.0,0.0,28.0,0.0,0.0,120.0,1
0.0,0.0,29.0,27.0,20.0,120.0,1
0.4,0.7,33.0,31.0,22.4,136.0,1
1.0,0.0,29.0,25.0,20.0,120.0,1
2.0,0.5,12.0,9.0,770.0,60.0,1
3.0,0.0,24.0,24.0,90.0,110.0,1
1.0,0.0,22.0,17.0,15.0,90.0,1
0.0,0.0,14.0,12.0,25.0,60.0,1
17.0,4.0,75.0,25.0,460.0,300.0,1
2.0,0.0,26.0,22.0,15.0,110.0,1
0.0,0.5,20.0,15.0,90.0,80.0,1
1.0,0.0,38.0,32.0,0.0,150.0,1
0.0,0.0,31.0,31.0,80.0,120.0,1
0.0,0.0,14.0,14.0,1.0,56.0,1
0.0,0.0,19.0,19.0,15.0,70.0,1
0.0,0.0,30.0,30.0,15.0,120.0,1
6.0,2.0,32.0,16.0,166.0,145.0,1
0.0,0.0,22.0,21.0,25.0,90.0,1
1.0,3.0,28.0,24.0,65.0,140.0,1
0.0,0.0,0.0,0.0,0.0,80.0,1
0.0,0.0,13.0,10.0,60.0,50.0,1
1.0,0.0,18.0,17.0,35.0,70.0,1
2.0,0.0,33.0,28.0,20.0,140.0,1
0.0,0.0,30.0,28.0,5.0,120.0,1
3.0,1.5,91.0,74.0,55.0,390.0,1
2.24,0.35,21.92,9.23,68.0,94.0,1
1.0,0.0,31.0,27.0,5.0,130.0,1
0.0,0.0,28.0,26.0,20.0,110.0,1
1.0,0.0,34.0,31.0,25.0,140.0,1
0.0,0.0,30.0,30.0,0.0,120.0,1
0.0,0.0,21.0,21.0,160.0,80.0,1
2.0,0.0,33.0,28.0,20.0,140.0,1
0.0,1.5,46.0,32.0,75.0,200.0,1
1.0,0.0,7.0,5.0,290.0,30.0,1
16.0,2.0,34.0,28.0,140.0,220.0,1
0.0,0.0,33.0,33.0,15.0,130.0,1
0.0,0.0,28.0,26.0,15.0,120.0,1
0.0,0.0,12.0,11.0,135.0,50.0,1
13.0,21.0,42.0,4.0,350.0,390.0,1
2.0,0.0,33.0,28.0,20.0,140.0,1
0.0,0.0,17.0,17.0,105.0,70.0,1
1.0,0.0,25.0,24.0,15.0,100.0,1
0.0,0.0,32.0,31.0,25.0,130.0,1
1.0,1.0,39.0,33.0,75.0,120.0,1
2.0,0.0,10.0,8.0,420.0,50.0,1
0.0,0.0,30.0,24.0,35.0,120.0,1
1.0,0.0,24.0,20.0,5.0,100.0,1
1.0,1.0,0.0,0.0,0.0,50.0,0
0.0,0.0,25.0,0.0,0.0,100.0,0
0.0,0.0,24.0,24.0,5.0,100.0,0
0.0,0.0,18.0,17.0,10.0,70.0,0
0.0,0.0,18.0,18.0,10.0,70.0,0
0.0,0.0,0.0,0.0,30.0,0.0,0
0.0,0.0,25.0,24.0,10.0,90.0,0
1.0,2.5,9.0,7.0,170.0,60.0,0
0.0,0.0,12.0,12.0,20.0,50.0,0
0.0,0.0,18.0,18.0,10.0,70.0,0
0.0,0.0,12.0,12.0,0.0,50.0,0
0.0,0.0,0.0,0.0,5.0,0.0,0
0.0,0.0,0.0,0.0,15.0,0.0,0
0.0,0.0,0.0,0.0,30.0,0.0,0
2.0,0.0,21.0,17.0,45.0,90.0,0
0.0,0.0,18.0,0.0,0.0,70.0,0
0.0,0.0,4.0,4.0,0.0,15.0,0
1.0,0.0,69.0,69.0,15.0,280.0,0
0.0,0.0,25.0,24.0,10.0,100.0,0
0.0,0.0,4.0,2.0,0.0,15.0,0
0.0,0.0,0.0,0.0,30.0,0.0,0
0.0,0.0,12.0,12.0,0.0,50.0,0
0.0,0.0,17.0,17.0,5.0,70.0,0
0.0,0.0,17.0,16.0,5.0,70.0,0
0.0,0.0,31.0,30.0,10.0,120.0,0
0.0,0.0,23.0,22.0,15.0,90.0,0
0.0,0.0,19.0,19.0,45.0,70.0,0
0.0,0.0,0.0,0.0,170.0,0.0,0
0.0,0.0,0.3,0.0,3.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,0.0,18.0,17.0,35.0,80.0,0
1.0,2.0,23.0,23.0,125.0,110.0,0
1.2,4.6,14.9,8.6,0.05,106.0,0
0.43,0.65,7.41,6.0,3.0,37.0,0
1.0,1.5,20.0,17.0,42.0,98.0,0
0.0,0.0,32.0,32.0,10.0,130.0,0
5.4,2.0,30.0,8.9,0.19,164.0,0
0.4,1.3,12.9,10.5,7.2,65.0,0
0.0,0.0,18.0,17.0,10.0,70.0,0
0.0,0.0,45.0,45.0,10.0,180.0,0
0.0,0.0,3.7,0.0,11.0,50.0,0
0.0,0.0,37.0,36.0,28.0,150.0,0
0.0,0.0,7.0,2.0,10.0,30.0,0
0.0,0.0,23.0,23.0,10.0,90.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,32.0,32.0,15.0,120.0,0
0.0,0.0,20.0,20.0,105.0,80.0,0
0.0,0.0,44.0,44.0,0.0,170.0,0
0.0,0.0,12.0,12.0,0.0,50.0,0
0.0,0.0,2.0,0.0,4.0,8.0,0
0.0,0.0,75.0,73.0,20.0,290.0,0
0.0,0.0,21.0,21.0,0.0,80.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,22.0,21.0,10.0,90.0,0
0.0,0.0,13.0,13.0,20.0,50.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,20.0,19.0,5.0,80.0,0
0.0,0.0,1.0,0.0,7.0,2.0,0
0.0,0.0,16.0,16.0,0.0,60.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,22.0,19.0,30.0,90.0,0
0.5,0.0,0.0,0.0,0.0,8.0,0
1.0,0.0,1.0,1.0,0.0,5.0,0
0.0,0.0,37.0,36.0,10.0,150.0,0
2.16,1.08,2.88,2.88,26.4,17.0,0
0.0,0.0,48.0,48.0,50.0,190.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,21.0,20.0,9.0,85.0,0
0.0,0.0,17.5,17.5,11.5,70.0,0
0.0,0.0,18.0,18.0,0.0,40.0,0
0.0,0.0,31.0,30.0,170.0,120.0,0
0.6,1.3,5.9,1.7,0.0,38.0,0
0.0,0.0,40.0,39.0,10.0,160.0,0
0.0,0.0,19.0,19.0,80.0,70.0,0
7.0,4.0,33.0,32.0,90.0,200.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,12.0,12.0,25.0,50.0,0
8.0,4.5,45.0,42.0,115.0,240.0,0
0.0,0.0,40.0,40.0,0.0,150.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,21.0,21.0,0.0,80.0,0
0.0,0.0,37.0,36.0,10.0,150.0,0
0.0,0.0,26.0,26.0,35.0,100.0,0
0.0,0.0,40.0,39.0,10.0,160.0,0
1.5,1.5,11.0,6.25,0.0,25.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,19.0,19.0,15.0,80.0,0
0.0,0.0,25.0,25.0,0.0,100.0,0
0.0,0.0,0.0,0.0,15.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,18.0,18.0,0.0,70.0,0
0.0,0.0,9.0,9.0,5.0,35.0,0
0.1,0.0,0.3,0.0,0.0,20.0,0
8.0,4.5,45.0,42.0,115.0,240.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,10.0,10.0,10.0,40.0,0
6.0,1.0,27.0,0.0,90.0,100.0,0
10.0,12.0,2.0,1.0,700.0,160.0,2
9.0,23.0,23.0,2.0,730.0,340.0,2
11.0,7.0,1.0,1.0,420.0,100.0,2
7.8,12.0,0.2,0.0,280.0,143.0,2
15.0,8.0,2.0,1.0,470.0,140.0,2
9.0,17.0,0.0,0.0,710.0,190.0,2
15.9,22.7,3.5,0.7,1002.0,286.0,2
6.0,15.0,3.0,0.0,510.0,180.0,2
10.0,12.0,1.0,1.0,350.0,150.0,2
10.0,14.0,2.0,1.0,490.0,170.0,2
7.0,24.0,1.0,0.0,380.0,250.0,2
14.6,34.5,1.29,1.29,680.0,379.0,2
5.0,8.0,1.0,0.0,470.0,100.0,2
8.0,17.0,2.0,1.0,560.0,200.0,2
10.0,14.0,2.0,0.0,490.0,170.0,2
18.53,18.16,9.84,0.0,888.0,257.0,2
10.0,3.0,3.0,1.0,260.0,80.0,2
12.0,28.73,2.42,0.0,911.0,320.0,2
9.0,6.0,2.0,1.0,360.0,90.0,2
7.0,15.0,1.0,0.0,340.0,170.0,2
7.0,16.0,2.0,1.0,410.0,180.0,2
10.0,15.0,1.0,1.0,420.0,180.0,2
14.1,28.72,1.63,0.0,876.0,326.0,2
15.0,22.0,31.0,0.0,820.0,370.0,2
15.0,22.0,31.0,2.0,820.0,370.0,2
10.0,14.0,2.0,1.0,490.0,170.0,2
11.0,2.5,1.0,0.0,410.0,70.0,2
5.0,14.0,3.0,3.0,470.0,150.0,2
11.0,17.0,0.0,0.0,400.0,200.0,2
12.0,14.0,2.0,1.0,830.0,190.0,2
8.0,16.0,0.0,0.0,350.0,170.0,2
9.0,9.0,0.0,0.0,370.0,120.0,2
6.0,13.0,1.0,1.0,350.0,150.0,2
6.0,15.0,3.0,0.0,290.0,170.0,2
8.0,7.0,4.0,4.0,550.0,110.0,2
10.0,14.0,2.0,1.0,470.0,170.0,2
7.0,16.0,2.0,1.0,410.0,180.0,2
11.0,22.0,44.0,15.0,1030.0,420.0,2
8.0,18.1,1.6,0.0,490.0,231.597,2
11.0,15.0,0.0,0.0,350.0,180.0,2
30.0,14.0,8.0,3.0,620.0,280.0,2
5.0,16.0,1.0,0.0,280.0,170.0,2
9.0,16.0,0.0,0.0,360.0,180.0,2
13.0,12.0,4.0,2.0,820.0,180.0,2
14.0,21.0,3.0,1.0,590.0,260.0,2
6.4,8.9,2.0,0.0,0.0,150.0,2
17.0,18.0,22.0,3.0,740.0,310.0,2
8.0,10.0,2.0,1.0,370.0,130.0,2
10.0,3.0,3.0,0.0,260.0,80.0,2
9.0,5.0,3.0,1.0,500.0,90.0,2
14.0,17.0,0.0,0.0,500.0,180.0,2
12.0,6.0,1.0,0.0,420.0,110.0,2
9.0,3.0,3.0,0.0,300.0,80.0,2
14.0,3.0,2.0,1.0,400.0,90.0,2
12.0,14.0,2.0,1.0,510.0,190.0,2
7.45,6.9,3.35,0.2,200.0,105.0,2
7.0,16.0,2.0,1.0,440.0,180.0,2
10.0,3.0,3.0,1.0,260.0,80.0,2
13.0,8.0,1.0,1.0,480.0,130.0,2
10.0,21.0,0.0,0.0,510.0,240.0,2
10.0,6.0,4.0,2.0,740.0,120.0,2
7.0,16.0,2.0,1.0,410.0,180.0,2
19.17,17.3,38.07,3.6,757.2,384.4,2
10.0,12.0,2.0,1.0,700.0,160.0,2
17.0,7.0,0.0,0.0,510.0,130.0,2
7.0,15.0,1.0,0.0,530.0,170.0,2
10.0,3.0,3.0,0.0,260.0,80.0,2
6.0,15.0,3.0,1.0,420.0,170.0,2
9.0,5.0,3.0,1.0,500.0,90.0,2
9.0,17.0,2.0,2.0,300.0,200.0,2
10.0,12.0,3.0,0.0,1500.0,160.0,2
10.0,21.0,0.0,0.0,510.0,240.0,2
5.0,13.0,1.0,0.0,220.0,140.0,2
12.0,12.0,3.0,2.0,640.0,180.0,2
10.0,3.0,3.0,1.0,260.0,80.0,2
9.0,5.0,3.0,1.0,500.0,20.0,2
5.5,13.6,15.0,0.8,520.0,205.0,2
2.7652,4.8596,2.5952,1.0325,155.393,65.8479,2
9.0,17.0,0.0,0.0,440.0,200.0,2
9.0,6.0,0.0,0.0,360.0,90.0,2
6.0,15.0,4.0,4.0,490.0,180.0,2
6.0,17.0,0.0,0.0,360.0,180.0,2
12.0,6.0,1.0,0.0,420.0,110.0,2
8.0,15.0,2.0,1.0,520.0,180.0,2
70.0,35.0,1.0,1.0,1183.0,615.0,2
11.0,11.0,0.0,0.0,490.0,150.0,2
15.0,22.0,29.0,2.0,820.0,370.0,2
17.0,6.0,1.0,1.0,470.0,130.0,2
9.0,11.0,0.0,0.0,320.0,140.0,2
7.0,14.0,2.0,1.0,500.0,170.0,2
11.0,6.0,1.0,0.0,420.0,100.0,2
7.0,24.0,1.0,0.0,380.0,250.0,2
10.0,6.0,4.0,2.0,710.0,110.0,2
10.0,4.5,2.0,1.0,420.0,90.0,2
6.0,12.0,22.0,9.0,480.0,230.0,2
13.0,21.0,1.0,0.0,410.0,240.0,2
12.0,12.0,1.0,0.0,660.0,160.0,2
10.0,3.0,3.0,0.0,260.0,80.0,2
17.0,22.0,4.0,1.0,740.0,290.0,2
5.0,13.0,1.0,0.0,220.0,140.0,2
2.0,7.0,15.0,14.0,50.0,130.0,2
2.0,5.0,25.0,11.0,110.0,160.0,2
2.0,4.5,23.0,15.0,85.0,140.0,2
4.0,16.0,32.0,20.0,100.0,290.0,2
3.0,4.5,18.0,13.0,35.0,120.0,2
7.0,19.0,3.0,1.0,85.0,212.0,2
3.0,11.0,18.0,15.0,60.0,180.0,2
1.0,3.5,23.0,32.0,270.0,130.0,2
2.0,3.0,19.0,14.0,25.0,100.0,2
2.0,7.0,15.0,14.0,50.0,130.0,2
5.0,4.5,27.0,20.0,70.0,200.0,2
3.0,11.0,18.0,15.0,60.0,180.0,2
2.0,7.0,17.0,16.0,45.0,140.0,2
2.0,6.0,28.0,14.0,140.0,170.0,2
4.0,2.0,30.0,14.0,135.0,150.0,2
3.0,11.0,27.0,19.0,120.0,220.0,2
2.0,7.0,16.0,13.0,35.0,140.0,2
2.0,5.0,16.0,10.0,40.0,120.0,2
2.0,5.0,14.0,14.0,35.0,110.0,2
2.0,11.0,26.0,19.0,120.0,210.0,2
2.0,5.0,24.0,12.0,130.0,150.0,2
2.0,10.0,19.0,15.0,60.0,170.0,2
4.0,16.0,33.0,20.0,80.0,290.0,2
2.0,5.0,22.0,15.0,70.0,140.0,2
2.0,8.0,15.0,11.0,40.0,140.0,2
9.0,15.0,59.0,46.0,210.0,410.0,2
2.0,14.0,28.0,23.0,75.0,250.0,2
3.0,19.0,23.0,0.0,44.0,268.0,2
3.0,7.0,19.0,14.0,65.0,150.0,2
