name,protein,fat,carbohydrates,sugar,sodium,calories,class,,
Cherry Me! Cherry Tomaatjes,0.0,0.0,2.0,2.0,0.0,15.0,0,,
Cherry Ripe - Dark Cherry,2.2,13.2,30.9,26.2,15.0,250.8,0,,
Black Cherry,10.0,0.0,14.0,9.0,45.0,100.0,0,,
Cherry Toaster Strudel,3.0,7.0,25.0,9.0,170.0,170.0,0,,
Cherry Crumble,2.6,6.3,52.9,40.1,251.0,269.0,0,,
Cherry,2.0,3.0,24.0,12.0,110.0,120.0,0,,
Cherry,5.0,0.0,15.0,11.0,75.0,80.0,0,,
Cherry Orchard - Original,5.0,1.5,33.0,26.0,85.0,170.0,0,,
Cherry,0.0,0.0,7.92,7.92,0.0,36.3,0,,
Dark Chocolate Cherry,4.0,9.0,22.0,14.0,20.0,180.0,0,,
Cherry,0.0,0.0,38.0,38.0,0.0,155.0,0,,
Cherry Pie,4.0,18.0,54.0,24.0,310.0,380.0,0,,
Whips! Cherry Cheesecake,5.0,2.5,25.0,21.0,75.0,140.0,0,,
Frost Glacier Cherry,0.0,0.0,21.0,21.0,160.0,80.0,0,,
Greek Cherry,10.0,0.0,14.0,9.0,45.0,100.0,0,,
Cherry Cobbler,1.9,10.7,42.8,27.0,338.1,270.4,0,,
Ice Cream - Cherry Vanilla,2.0,3.0,21.0,16.0,45.0,120.0,0,,
Cherry Scones,4.6,12.3,44.0,11.9,313.4,294.6,0,,
Greek Yogurt-Black Cherry,12.0,0.0,21.0,20.0,50.0,130.0,0,,
Cherry,0.0,0.0,21.0,21.0,236.0,90.0,0,,
Spark - Cherry,0.0,0.0,11.0,0.0,0.0,45.0,0,,
Wild Cherry Soda,0.0,0.0,0.0,0.0,35.0,0.0,0,,
Michigan Cherry Oat Bar,3.0,8.0,36.0,22.0,190.0,240.0,0,,
Cherry Pie Mini,2.0,4.0,14.0,11.0,0.0,90.0,0,,
Pie,6.0,22.0,52.0,46.0,310.0,450.0,2,,
Apple Pie,3.0,14.0,34.0,14.0,220.0,270.0,2,,
Pumpkin Pie,6.01,14.63,42.04,21.34,318.0,323.0,2,,
Pie - Pecan,4.9,22.2,52.2,0.0,262.0,412.0,2,,
"Pie, peach",1.9,10.0,32.9,16.23,217.0,224.0,2,,
Mini Chocolate Moon Pie,1.0,3.0,20.0,9.0,95.0,110.0,2,,
Oatmeal Creme Pie,1.0,7.0,26.0,12.0,0.0,170.0,2,,
Apple Pie,2.0,8.0,37.0,15.0,135.0,230.0,2,,
Apple Pie,2.0,13.0,32.0,13.0,170.0,250.0,2,,
Apple Pie,4.0,10.0,24.0,18.0,5.0,190.0,2,,
Shepards Pie,25.0,6.0,37.0,0.0,417.0,303.0,2,,
Pie,2.0,13.0,32.0,0.0,170.0,250.0,2,,
Pumpkin Pie,5.0,8.0,36.0,24.0,220.0,230.0,2,,
Mince Pie,2.2,8.9,34.9,18.0,0.0,232.0,2,,
Pecan Pie,3.0,13.0,24.0,18.0,0.0,220.0,2,,
Meat Pie,10.0,15.0,21.0,0.0,534.0,258.0,2,,
Mince Pie,2.1,7.7,32.6,17.0,0.0,215.0,2,,
Pumpkin Pie,5.0,11.0,42.0,23.0,370.0,280.0,2,,
Cottage Pie,7.5,6.0,30.0,4.8,0.0,219.0,2,,
Pecan Pie,5.2,19.2,79.0,50.89,320.0,492.0,2,,
Cottage Pie,15.0,9.8,40.8,2.4,0.0,318.0,2,,
Shepherds Pie,20.5,36.5,7.0,0.0,890.0,410.0,2,,
Apple Pie,3.0,10.0,64.0,25.0,490.0,360.0,2,,
Chocolate Pudding Pie,3.5,6.5,21.75,0.0,141.0,171.0,2,,
Chocolate,3.0,6.0,39.0,19.0,180.0,220.0,2,,
Pot Pie,29.0,45.0,66.0,7.0,1970.0,790.0,2,,
Choco Pie,1.0,4.5,19.0,10.0,65.0,120.0,2,,
Apple Pie,3.0,13.0,33.0,7.0,320.0,260.0,2,,
Turtle Pie,4.0,22.0,46.0,32.0,270.0,390.0,2,,
Cherry,1.0,10.0,28.0,12.0,160.0,200.0,2,,
Pecan Pie,7.0,33.0,90.0,48.0,410.0,670.0,2,,
Apple Pie,2.0,13.0,32.0,0.0,170.0,250.0,2,,
Peanut Butter Cup Pie,5.0,19.0,31.0,22.0,200.0,310.0,2,,
Pumpkin Pie,5.0,10.0,37.0,21.0,260.0,250.0,2,,
Meat Pie,11.5,21.4,39.05,2.8,639.0,394.8,2,,
Apple Pie,4.0,10.0,24.0,18.0,5.0,190.0,2,,
Chicken Pot Pie,10.0,23.0,36.0,2.0,780.0,400.0,2,,
Key Lime Pie,5.4,17.0,35.5,14.35,191.0,310.0,2,,
(Homemade),18.7,24.0,30.6,3.4,727.0,415.0,2,,
Pot Pie,40.0,92.0,88.0,10.0,2900.0,1350.0,2,,
Shepherds Pie,25.0,10.0,34.0,7.0,300.0,310.0,2,,
Cherry Pie,5.0,8.0,30.0,23.0,0.0,200.0,2,,
Oatmeal Pie,1.0,7.0,26.0,12.0,170.0,170.0,2,,
Steak Pie,23.9,18.6,17.0,0.0,0.0,280.0,2,,
Choco Pie,1.0,5.0,19.0,10.0,50.0,125.0,2,,
Chicken Pot Pie,13.0,9.0,34.0,2.0,590.0,270.0,2,,
"Spices, pumpkin pie spice",5.76,12.6,69.28,7.76,52.0,342.0,2,,
Cherry Pie Bar,5.0,8.0,30.0,23.0,0.0,200.0,2,,
Moon Pie,4.0,7.0,55.0,27.0,230.0,300.0,2,,
Beef Pot Pie,10.0,27.0,37.0,2.0,700.0,430.0,2,,
Chocolate Cream Pie,2.4766,3.8393,11.0254,4.8398,97.6455,86.9154,2,,
Chicken Pot Pie,18.7,24.0,30.6,3.4,727.0,415.0,2,,
Baked Apple Pie,2.0,13.0,32.0,13.0,170.0,250.0,2,,
Apple Pie,2.0,11.0,34.0,13.0,170.0,240.0,2,,
Pecan Pie,5.0,25.0,69.0,25.0,520.0,520.0,2,,
Chicken Pot Pie,22.0,22.0,8.0,2.0,880.0,330.0,2,,
Chocolate Chip Pie,4.9,14.2,37.5,34.02,243.0,296.0,2,,
Cottage Pie,24.0,9.2,38.0,0.0,0.56,340.0,2,,
Pecan Pie,3.0,13.0,24.0,18.0,0.0,220.0,2,,
Irish Shepherds Pie,32.3846,41.5486,42.989,6.3216,949.191,680.405,2,,
Beef Shepard's Pie,14.0,16.0,21.0,6.0,710.0,300.0,2,,
Coconut Cream Pie,2.1369,3.1846,9.2975,4.0688,77.0623,73.8217,2,,
Cheeseburger Pie,23.0,21.0,11.0,0.0,530.0,325.0,2,,
Derby Pie,5.0,26.0,31.0,13.0,0.0,380.0,2,,
Pecan Pie Bar,4.2997,17.3175,43.5494,23.1682,337.152,335.602,2,,
Chicken Pot Pie,25.0,31.0,44.0,4.0,1210.0,560.0,2,,
Coconut Cream Pie,3.0,10.0,31.0,24.0,5.0,210.0,2,,
Simple Pie Pizza,5.1,4.0,14.0,1.0,259.0,113.0,2,,
Mushroom pie,8.17,19.9,15.33,0.5,199.27,274.2,2,,
Boston Cream Pie,6.8,7.2,59.4,23.48,220.0,323.0,2,,
Banana Cream Pie,6.2,26.8,50.0,29.05,382.0,459.0,2,,
Spaghetti Pie,20.7,12.6,11.6,0.0,650.9,254.3,2,,
Hershey Pie,3.0,19.0,32.0,22.0,220.0,310.0,2,,
"Pie fillings, canned, cherry",0.37,0.07,28.0,0.0,18.0,115.0,2,,
Key Lime Pie,4.0,10.0,31.0,24.0,5.0,220.0,2,,
Apple Pie,4.1934,23.9176,74.2249,37.7185,402.273,515.094,2,,
Chicken Pot Pie,35.3106,32.2405,30.7192,3.2264,495.165,559.778,2,,
Cottage Pie,10.3,4.6,27.1,4.3,0.5,199.0,2,,
Mini Pecan Pie,5.3053,14.4934,54.0793,20.6557,651.983,358.058,2,,
Cherry Pie,4.0,18.0,56.0,22.0,410.0,400.0,2,,
Turtle Pie,4.0,21.0,46.0,30.0,310.0,380.0,2,,
Pumpkin Pie Bagel,9.0,5.0,74.0,24.0,410.0,380.0,2,,
Pecan Pie,5.0,25.0,69.0,25.0,520.0,520.0,2,,
Chocolate Pecan Pie,2.0,13.0,17.0,14.0,0.0,190.0,2,,
whoopie pie,0.0,65.0,0.0,0.0,0.0,530.0,2,,
Pumpkin Pie,4.0,7.0,40.0,22.0,210.0,240.0,2,,
Holiday Pie,4.0,13.0,34.0,15.0,150.0,270.0,2,,
Key Lime Pie,1.0,0.0,26.0,22.0,10.0,110.0,2,,
Hot Apple Pie,2.0,13.0,32.0,13.0,170.0,250.0,2,,
Pie Crust,2.0,7.0,18.0,9.0,170.0,140.0,2,,
Apple Pie,2.0,13.0,32.0,13.0,170.0,250.0,2,,
Apple Pie Bagel,9.0,1.5,51.0,10.0,410.0,250.0,2,,
Blueberry Pie,3.0,15.0,51.0,18.0,320.0,340.0,2,,
"Pie fillings, apple, canned",0.1,0.1,26.1,13.8,47.0,100.0,2,,
Chicken Pot Pie,12.0,37.0,48.0,9.0,760.0,570.0,2,,
Scotch Pie,9.9,26.4,40.6,1.45,0.54,439.0,2,,
Pot Pie,17.0,34.0,57.0,5.0,990.0,610.0,2,,
Pie Crusts (2),1.0,6.0,12.0,0.0,130.0,100.0,2,,
Shepherd's Pie,28.0,21.0,29.0,5.0,1010.0,420.0,2,,
Chicken & Broccoli Pot Pie,10.0,23.0,34.0,4.0,980.0,380.0,2,,
Sushi,1.0,1.5,5.0,0.0,0.0,40.0,1,,
Salmon,3.3,1.6,8.2,0.0,0.0,56.0,1,,
Rice,3.5,0.3,36.7,0.0,0.0,169.0,1,,
Sushi,14.3,8.3,54.5,10.8,0.0,359.0,1,,
Sushi,8.0,7.0,26.0,3.0,530.0,190.0,1,,
Sushi,6.3,2.1,31.0,1.5,0.0,166.0,1,,
Sushi Shrimp,2.0,0.0,8.0,0.0,0.0,44.0,1,,
Sushi Lax,3.5,3.0,6.5,0.0,0.0,67.0,1,,
Sushi,5.0,2.5,24.0,0.0,115.0,140.0,1,,
Sushi Saumon,2.5,1.1,8.2,0.0,15.0,48.0402,1,,
Rainbow Roll,33.0,16.0,50.0,0.0,687.0,476.0,1,,
Sushi,3.0,2.5,28.0,4.0,450.0,150.0,1,,
Dragon Roll,10.0,18.0,66.0,13.0,412.0,507.0,1,,
"Sushi, Vegetable Roll ",0.6,0.6,4.0,1.0,104.0,20.0,1,,
Sushi,24.0,11.0,26.0,0.0,0.0,290.0,1,,
"Dynamite Roll, Sushi",15.0,9.0,60.0,10.0,880.0,370.0,1,,
Bento Box,39.84,23.25,77.34,17.7,2122.35,603.967,1,,
Nigiri Sushi - Salmone,9.5,4.6,22.2,0.0,0.0,141.0,1,,
Tuna Sashimi,6.63,0.27,0.0,0.0,10.0,31.0,1,,
Sushi Sashimi Deluxe,25.16,14.43,89.54,15.54,1313.5,565.0,1,,
Assorted Sushi,8.0,5.0,29.0,0.0,0.0,200.0,1,,
Avacado Roll,2.1,5.7,28.0,0.0,0.0,140.0,1,,
Sushi Burrito,15.0,22.0,67.0,15.0,1100.0,500.0,1,,
Salmon Sushi,12.7,7.4,20.3,0.0,0.37,189.0,1,,
Prawn Hand Roll,4.9,2.6,31.0,1.9,267.0,171.0,1,,
Sushi Poisson,2.2,0.36,7.5,1.92,184.0,48.0,1,,
Sushi Spicy Salmon,14.0,4.5,36.0,5.0,250.0,330.0,1,,
California Sushi Roll,2.0,1.5,24.0,3.0,510.0,120.0,1,,
Fresh Tuna Handroll,3.3,9.0,23.5,2.1,286.0,210.086,1,,
Sushi Rice,3.0,0.0,37.0,4.0,410.0,170.0,1,,
Smoked Salmon Handroll,7.1,4.4,24.6,2.0,284.0,173.996,1,,
Salmon Sashimi Pack,28.35,13.83,8.18,0.1,115.2,262.0,1,,
Beef Tataki,24.39,10.16,2.76,2.32,459.29,201.0,1,,
Spicy Salmon Roll,12.0,4.5,62.0,15.0,920.0,330.0,1,,
Salmon Sashimi,6.13,1.68,0.0,0.0,13.0,41.0,1,,
California Roll Sushi,9.0,7.0,38.0,0.0,0.0,255.0,1,,
Salmon & Avocado,13.0,8.7,42.0,0.0,0.0,304.0,1,,
Sushi,2.0,0.0,11.0,0.0,0.0,52.0,1,,
Cucumber Sushi,0.0,0.0,12.0,0.0,0.0,51.0,1,,
California Sushi Roll (6 Pieces),2.0,1.8,2.0,0.6,120.0,96.0,1,,
Assorted Pack,20.0,10.0,63.0,9.75,865.0,422.0,1,,
Avocado Hand Roll,2.97,5.9,27.77,1.7,322.93,176.386,1,,
Sushi,5.0,0.0,69.0,1.0,990.0,70.0,1,,
Tuna & Avocado Sushi Roll - White Rice,0.0,0.0,0.0,0.0,0.0,0.0,1,,
Edamane,7.0,3.0,9.0,2.0,260.0,100.0,1,,
Spicy Tuna & Avocado Sushi Roll,24.0,11.0,26.0,5.0,120.0,290.0,1,,
Sushi-Tuna Maki,0.0,0.0,0.0,0.0,0.0,150.0,1,,
Cooked Tuna Handroll,8.0,6.0,24.0,4.3,1.32,150.0,1,,
Philly Roll - Sushi,7.0,7.0,30.0,0.0,60.0,150.0,1,,
Sushi,8.6,4.1,60.0,4.0,215.6,360.0,1,,
Cooked Tuna Hand Roll,7.0,9.0,23.5,2.1,286.0,209.0,1,,
Tempura Salmon Roll,7.3,6.1,29.8,1.3,335.0,210.0,1,,
Tokyo Fantasy Sushi,11.0,4.0,50.0,0.0,477.0,282.0,1,,
Philadélfia,1.6,0.2,7.0,0.0,3.7,38.0,1,,
Chicken Teriyaki Hand Roll,6.07,3.76,28.84,2.43,408.03,173.0,1,,
Sushi,14.8,6.5,67.3,6.0,0.0,395.0,1,,
Shrimp and Crab Sushi Roll,13.0,5.0,54.0,11.0,1120.0,300.0,1,,
Tuna Sushi Roll,20.0,2.0,25.0,0.0,0.0,198.0,1,,
Mixed Sushi,11.1,4.8,53.4,20.5,0.7,305.0,1,,
Sushi - Nigiri - Unagi (Bbq Eel),13.0,4.5,15.0,0.0,0.0,93.0,1,,
Sushi Salmon & Avacado Roll,2.17,1.45,7.0,0.0,0.0,51.0,1,,
Tuna and Avocado Roll,5.99,6.96,28.64,2.11,400.23,200.0,1,,
Octopus,4.8,0.3,8.9,0.0,0.0,53.0,1,,
Spicy Tuna Roll Sushi,13.0,2.5,54.0,0.0,340.0,340.0,1,,
Spicy Cowboy Roll (Sushi),7.0,5.0,51.0,0.0,70.0,290.0,1,,
Teriyaki Chicken Sushi Roll,13.5,4.8,33.8,5.0,540.0,198.0,1,,
Special California Hand Roll,4.2,2.8,0.0,4.5,570.0,178.059,1,,
Califórnia,0.0,0.0,4.0,0.0,0.0,22.0,1,,
California Sushi Roll,2.0,0.5,13.0,2.0,150.0,70.0,1,,
Chicken,8.2,3.6,24.4,0.0,415.0,164.0,1,,
Taiko Sushi (Ryori Sushi),5.4,4.3,22.0,3.6,1590.0,152.0,1,,
Seafood Salad,11.0,9.8,7.3,3.7,624.0,200.0,1,,
Sushi Rice,2.9,0.2,38.3,4.41,304.0,164.0,1,,
Teriyaki Beef Sushi Roll,2.7,4.3,21.4,8.6,769.0,139.0,1,,
Lachs,8.0,3.5,20.0,0.0,0.0,145.0,1,,
Sushi,5.0,7.0,32.0,7.0,530.0,295.0,1,,
Sashimi Saumon,29.5,18.9,0.9,0.0,0.0,290.0,1,,
Sushi - Futomaki Tuna and Avocado Roll,11.0,11.0,36.0,5.0,10.0,210.0,1,,
Egg Sushi Roll,3.25,6.56,18.57,6.55,572.83,149.288,1,,
Sushi,4.0,6.0,4.0,0.0,280.0,180.0,1,,
Tuna Roll (White Rice),24.0,2.0,27.0,0.0,0.0,210.0,1,,
Deluxe Sushi Box,0.0,3.0,0.0,0.0,1200.0,178.0,1,,
Brown Rice Tuna Handroll,0.0,6.9,0.0,5.8,1.53,193.0,1,,
Yellow Tail Sushi,0.0,0.0,0.0,0.0,0.0,120.0,1,,
veg sushi,2.3,2.7,19.9,0.0,0.0,114.0,1,,
Sushi Veggie Combination,4.0,4.0,45.0,0.0,0.0,240.0,1,,
Sushi Damo- Sushi/sashimi Combo,77.0,24.3,86.1,0.0,0.0,873.0,1,,
Uramaki Sushi,16.8,16.3,58.0,19.2,1084.0,460.7,1,,
Rainbow Roll,10.0,11.0,36.0,0.0,710.0,280.0,1,,
Sushi Rice,3.2,0.2,42.5,4.6,221.1,190.3,1,,
Salmon Belly Sushi,3.3,1.6,8.2,0.0,0.0,56.0,1,,
Cooked Tuna and Brown Rice,7.0,6.9,23.5,5.8,600.0,193.0,1,,
Philadelphia Roll,11.0,11.0,59.0,11.0,0.0,380.0,1,,
Tuna,2.0,0.7,8.2,2.1,0.5,56.0,1,,
Sushi Maki Avocado and Salmon,13.0,8.7,42.0,0.0,0.0,304.0,1,,
California Roll,4.2,3.1,29.1,1.8,340.0,168.0,1,,
Fuji Sushi Set,4.4,2.5,25.5,4.2,410.0,145.0,1,,
Crab Meat,10.0,0.5,0.0,0.0,230.0,45.0,1,,
Sushi Delight California Plus,6.0,4.0,47.0,10.0,760.0,240.0,1,,
Spider Roll,11.0,9.0,20.0,4.0,620.0,200.0,1,,
Fish,20.0,2.5,1.0,0.0,75.0,100.0,1,,
Gold Fish,4.0,5.0,20.0,1.0,250.0,140.0,1,,
Fish Sticks,9.0,9.0,24.0,1.0,510.0,220.0,1,,
"Fish, fish sticks, frozen, prepared",11.01,16.23,21.66,1.65,402.0,277.0,1,,
"Fish, surimi",15.18,0.9,6.85,0.0,143.0,99.0,1,,
Haddock,21.0,1.0,0.0,0.0,85.0,100.0,1,,
Salmon,24.0,10.0,0.0,0.0,55.0,200.0,1,,
Fish broth,2.0,0.6,0.4,0.09,318.0,16.0,1,,
Fish,0.0,0.0,0.0,0.0,0.0,150.0,1,,
Fish,21.0,1.0,0.0,0.0,45.0,100.0,1,,
Whiting,21.0,1.5,0.0,0.0,80.0,100.0,1,,
Fish - Tuna salad,16.04,9.26,9.41,0.0,402.0,187.0,1,,
Crackers,4.0,5.0,20.0,1.0,250.0,140.0,1,,
Baked Fish,20.0,3.0,0.0,0.0,75.0,100.0,1,,
"Fish, haddock, smoked",25.23,0.96,0.0,0.0,763.0,116.0,1,,
Lifetime,28.0,41.0,37.0,0.0,0.0,629.0,1,,
Fish Sandwich,15.0,19.0,39.0,5.0,590.0,390.0,1,,
Fish,21.0,0.3,0.0,0.0,30.0,100.0,1,,
Fish,27.0,5.0,4.0,0.0,380.0,170.0,1,,
Fish Sticks,10.6,8.9,12.3,4.28,385.0,168.0,1,,
"Fish, haddock, raw",16.32,0.45,0.0,0.0,213.0,74.0,1,,
Gummy Fish,0.0,0.0,27.0,23.0,27.0,110.0,1,,
Pretzel,3.0,2.5,24.0,1.0,430.0,130.0,1,,
"Fish, swordfish, raw",19.66,6.65,0.0,0.0,81.0,144.0,1,,
Fish Sticks,9.0,9.0,24.0,2.0,510.0,220.0,1,,
Fish Sandwich,13.0,21.0,15.0,0.0,0.0,330.0,1,,
fish,0.0,12.0,0.0,0.0,0.0,220.0,1,,
"Fish, salmon, pink, raw",20.5,4.4,0.0,0.0,75.0,127.0,1,,
"Fish, cod, Atlantic, raw",17.81,0.67,0.0,0.0,54.0,82.0,1,,
Fish Fillets,8.0,12.0,20.0,3.0,550.0,240.0,1,,
Filet-O-Fish,15.0,19.0,39.0,5.0,590.0,390.0,1,,
"Fish, salmon, chinook, smoked",18.28,4.32,0.0,0.0,672.0,117.0,1,,
Goldfish,4.0,5.0,20.0,0.0,250.0,140.0,1,,
Fish Taco,7.0,17.0,27.0,2.0,560.0,280.0,1,,
Marinated Fish,28.8,2.0,9.2,3.3,325.0,173.0,1,,
"Fish, salmon, sockeye, raw",21.31,5.61,0.0,0.0,112.0,142.0,1,,
Tuna Fish,13.0,1.0,0.0,0.0,140.0,60.0,1,,
Fish & Chips,27.0,51.0,70.0,5.0,1660.0,850.0,1,,
Breaded Baked Fish,21.9,2.3,10.9,1.74,188.0,158.0,1,,
Fish Sandwich,6.0,8.0,14.0,2.0,260.0,150.0,1,,
"Fish, cod, Pacific, raw",15.27,0.41,0.0,0.0,303.0,69.0,1,,
Fish & Chips,45.0,26.0,54.0,0.0,980.0,630.0,1,,
Fish Tilapia.,20.0,2.5,0.0,0.0,75.0,100.0,1,,
Fish,23.0,1.5,0.0,0.0,26.0,86.0,1,,
"Fish, mackerel, salted",18.5,25.1,0.0,0.0,4450.0,305.0,1,,
Firebirds Fish Taco,40.0,13.0,40.0,6.5,1318.0,436.0,1,,
"Fish, monkfish, raw",14.48,1.52,0.0,0.0,18.0,76.0,1,,
Fish Sticks,8.0,11.0,19.0,3.0,310.0,210.0,1,,
Filet of Fish,15.0,19.0,39.0,5.0,590.0,390.0,1,,
Fish,14.0,12.0,20.0,0.0,540.0,250.0,1,,
Battered White Fish,30.0,23.0,12.7,0.0,600.0,381.453,1,,
Fish & Chips,11.0,14.0,36.0,2.0,660.0,310.0,1,,
Fillet of Fish,15.0,19.0,39.0,5.0,590.0,390.0,1,,
Fish Sticks,12.0,7.0,15.0,0.0,240.0,170.0,1,,
Fish Sandwich Fillets,6.0,8.0,14.0,2.0,260.0,150.0,1,,
Fish Tacos,50.0,22.0,30.0,2.3,294.5,335.0,1,,
Fish Oil,0.0,2.0,0.0,0.0,0.0,18.0,1,,
"Fish, herring, Atlantic, pickled",14.19,18.0,9.64,7.71,870.0,262.0,1,,
Fish Stew,33.746,6.5813,18.0741,8.3751,740.578,257.419,1,,
Fish and Chips,11.0,7.0,30.0,3.0,420.0,230.0,1,,
Fish,20.0,2.5,0.0,0.0,75.0,100.0,1,,
Fish Fillets,9.0,12.0,19.0,1.0,750.0,240.0,1,,
Tile Fish,5.0,1.0,0.0,0.0,15.0,27.0,1,,
Fish Sandwich,17.0,24.0,50.0,5.0,970.0,480.0,1,,
Baja Fish Tacos,29.0,27.0,40.0,7.0,830.0,520.0,1,,
Fish N' Chips,15.2,30.5,48.0,0.0,955.0,550.0,1,,
Beer Battered Fish,7.0,14.0,20.0,2.0,550.0,230.0,1,,
Red Sweedish Fish,0.0,0.0,38.0,31.0,30.0,150.0,1,,
Maui Maui Fish,24.0,0.0,0.0,0.0,110.0,110.0,1,,
Fish,21.0,1.5,0.0,0.0,45.0,116.0,1,,
Fish Fillets,9.0,14.0,23.0,3.0,480.0,250.0,1,,
Cod Fish,41.0,1.5,0.0,0.0,140.0,189.0,1,,
Salted Cod Fish,0.0,0.0,0.0,0.0,0.0,60.0,1,,
"Fish, mackerel, spanish, raw",19.29,6.3,0.0,0.0,59.0,139.0,1,,
"Fish, mackerel, Atlantic, raw",18.6,13.89,0.0,0.0,90.0,205.0,1,,
White Fish,21.0,6.0,0.0,0.0,35.0,125.0,1,,
Fish Sticks,11.0,10.0,15.0,1.0,310.0,200.0,1,,
"Fish, anchovy, european, raw",20.35,4.84,0.0,0.0,104.0,131.0,1,,
"Fish oil, cod liver",0.0,100.0,0.0,0.0,0.0,902.0,1,,
fish,0.0,0.0,0.0,0.0,0.0,100.0,1,,
Candy,0.0,0.0,38.0,31.0,30.0,150.0,1,,
Fish,5.0,3.0,0.0,0.0,0.0,45.0,1,,
"Fish, pollock, Atlantic, raw",19.44,0.98,0.0,0.0,86.0,92.0,1,,
Baked,24.79,3.89,0.37,0.0,402.0,142.0,1,,
"Fish, pike, walleye, raw",19.14,1.22,0.0,0.0,51.0,93.0,1,,
"Fish, bass, striped, raw",17.73,2.33,0.0,0.0,69.0,97.0,1,,
Fish and Chips,2.0,6.1,14.9,2.3,0.0,124.0,1,,
Fish Taco,8.0,13.0,20.0,0.0,320.0,250.0,1,,
Calamari,32.0,1.38,1.6,0.0,44.0,158.0,1,,
Pacific Rock Fish,18.7,1.6,0.0,0.0,60.0,94.0,1,,
Gold Fish,4.0,5.0,20.0,0.0,250.0,140.0,1,,
Fish& Rice,14.0,9.0,41.0,6.0,490.0,300.0,1,,
Fish and Chips,27.6,24.3,106.0,4.7,0.1,731.0,1,,
Fish Taco,15.0,11.0,22.0,1.6,260.1,236.0,1,,
Fish Sticks,13.0,9.0,20.0,0.0,240.0,220.0,1,,
Fish 'n' Chips,35.0,25.0,59.0,0.0,532.0,600.0,1,,
Fish Nuggets,17.6,22.3,24.1,0.0,658.0,369.0,1,,
Crispy Battered Fish Fillets,8.0,14.0,20.0,3.0,550.0,240.0,1,,
White Fish,17.0,10.0,51.0,7.0,390.0,360.0,1,,
Soup,22.1,14.0,0.0,0.0,1532.0,210.0,1,,
Canned Tuna,30.0,1.0,0.0,0.0,280.0,120.0,1,,
Tuna,10.0,1.0,0.0,0.0,180.0,50.0,1,,
Tuna in Water,11.0,0.5,0.0,0.0,180.0,50.0,1,,
Tuna Sashimi,6.63,0.27,0.0,0.0,10.0,31.0,1,,
Bumblebee Albacore Tuna,13.0,1.0,0.0,0.0,140.0,60.0,1,,
Tuna,20.0,1.0,0.0,0.0,360.0,90.0,1,,
Tuna,11.0,0.5,0.0,0.0,75.0,50.0,1,,
Tuna,13.0,4.0,0.0,0.0,250.0,90.0,1,,
Pouch,18.0,0.5,1.0,0.0,0.0,80.0,1,,
Tuna,13.0,0.5,0.0,0.0,250.0,60.0,1,,
Tuna,13.0,0.5,0.0,0.0,280.0,60.0,1,,
Tuna,15.0,0.5,0.0,0.0,180.0,60.0,1,,
Tuna,16.0,1.0,0.0,0.0,50.0,70.0,1,,
Tuna,13.0,0.5,0.0,0.0,220.0,60.0,1,,
Fish - Tuna salad,16.04,9.26,9.41,0.0,402.0,187.0,1,,
Tuna Pasta,11.4,8.4,26.2,4.4,0.15,213.0,1,,
"6"" Tuna",20.0,25.0,44.0,6.0,600.0,480.0,1,,
Tuna Salad,16.2495,3.697,1.4602,0.5248,476.409,107.635,1,,
Footlong Tuna,40.0,50.0,88.0,12.0,1200.0,960.0,1,,
Tuna Salad,15.0,24.0,10.0,4.0,400.0,310.0,1,,
Tuna Salad Sandwitch,10.0,16.0,7.0,5.0,480.0,210.0,1,,
Tuna,12.0,0.5,0.0,0.0,140.0,50.0,1,,
Can Tuna,10.0,1.0,1.0,0.0,180.0,50.0,1,,
Sweet & Spicy,16.0,0.5,4.0,3.5,380.0,90.0,1,,
Sushi,24.0,11.0,26.0,0.0,0.0,290.0,1,,
Tuna Wrap,21.0,18.0,43.0,4.0,900.0,420.0,1,,
Tuna Packet,18.0,0.5,1.0,0.0,300.0,80.0,1,,
Tuna,13.0,6.5,3.0,2.0,280.0,120.0,1,,
Tuna,12.0,1.5,1.0,0.0,220.0,70.0,1,,
Spicy Tuna,16.0,0.5,4.0,3.5,380.0,90.0,1,,
Tuna,12.0,7.0,0.0,0.0,310.0,110.0,1,,
Tuna,13.0,0.5,0.0,0.0,250.0,60.0,1,,
Ahi,25.0,1.5,4.0,0.0,40.0,140.0,1,,
Avocado Salad,15.0,7.0,8.0,2.0,320.0,146.0,1,,
Tuna Sashimi,6.63,0.27,0.0,0.0,10.0,31.0,1,,
Tuna,13.0,8.0,0.0,0.0,250.0,120.0,1,,
Tuna Melt,30.0,8.0,28.0,6.21,375.0,290.0,1,,
Low Sodium Tuna,17.0,0.5,0.0,0.0,100.0,70.0,1,,
Tuna,26.0,6.0,0.0,0.0,50.0,112.0,1,,
Tuna,13.0,1.0,0.0,0.0,140.0,60.0,1,,
Tuna Springwater,19.5,1.0,0.0,0.0,297.0,82.0,1,,
Sashimi Tuna,14.0,0.0,0.0,0.0,20.0,80.0,1,,
Hickory Tuna,19.0,3.5,0.0,0.0,360.0,110.0,1,,
Tuna Salad  Sandwich,27.681,7.0996,26.2136,3.2039,477.913,268.339,1,,
Mild Indian Curry Tuna,10.9,5.4,6.4,1.6,448.0,118.0,1,,
Tuna Salad,24.3844,14.2689,0.5687,0.1176,326.792,232.229,1,,
Spicy Tuna Roll,15.0,7.0,32.0,3.0,340.0,260.0,1,,
